下料批次号,零件号,数量,外轮廓,允许旋转角度,面料号
L0004,s000058,1,"[[40000.0, 1000.0], [40006.1, 998.5], [40022.9, 994.5], [40039.6, 990.4], [40047.9, 988.4], [40056.0, 986.4], [40063.8, 984.5], [40071.4, 982.6], [40078.7, 980.8], [40085.6, 979.1], [40097.4, 1017.3], [40108.7, 1014.6], [40119.6, 1011.9], [40130.3, 1009.3], [40136.9, 1007.7], [40141.0, 1006.7], [40153.9, 1003.6], [40166.8, 1000.6], [40193.0, 994.5], [40209.9, 990.6], [40226.9, 986.8], [40244.0, 983.4], [40252.5, 981.9], [40261.1, 980.6], [40271.0, 979.3], [40282.2, 977.7], [40293.5, 976.2], [40309.6, 974.5], [40325.7, 973.1], [40360.8, 970.5], [40395.9, 968.2], [40419.7, 967.1], [40433.9, 966.6], [40448.0, 966.2], [40462.3, 965.9], [40476.6, 965.6], [40498.0, 965.2], [40508.5, 965.1], [40518.8, 965.0], [40540.2, 965.0], [40544.0, 965.1], [40548.0, 965.1], [40548.9, 975.1], [40552.8, 978.5], [40556.4, 981.8], [40560.6, 985.8], [40564.6, 990.0], [40569.0, 994.7], [40573.2, 999.5], [40577.0, 1004.4], [40580.5, 1009.5], [40582.6, 1013.1], [40584.6, 1016.7], [40587.3, 1022.5], [40589.5, 1028.6], [40590.9, 1033.3], [40591.9, 1038.2], [40592.8, 1043.1], [40593.4, 1048.0], [40593.6, 1051.3], [40593.7, 1053.2], [40593.8, 1057.9], [40593.7, 1062.6], [40593.2, 1069.6], [40592.6, 1075.0], [40591.6, 1080.4], [40590.5, 1085.1], [40589.1, 1089.7], [40587.8, 1093.1], [40586.5, 1096.4], [40583.3, 1102.8], [40581.1, 1106.8], [40578.6, 1110.7], [40575.3, 1115.2], [40571.6, 1119.5], [40566.4, 1124.8], [40560.8, 1129.7], [40555.5, 1133.7], [40550.1, 1137.3], [40544.4, 1140.7], [40538.6, 1143.9], [40529.6, 1148.2], [40523.3, 1151.0], [40516.8, 1153.6], [40510.4, 1156.1], [40503.8, 1158.3], [40495.9, 1160.8], [40488.0, 1163.2], [40474.7, 1167.3], [40461.4, 1171.6], [40451.2, 1175.3], [40447.5, 1176.7], [40443.9, 1178.4], [40441.1, 1179.9], [40440.7, 1180.2], [40438.5, 1181.7], [40436.2, 1183.7], [40434.1, 1186.0], [40432.1, 1188.5], [40430.3, 1191.2], [40427.6, 1196.3], [40425.3, 1201.3], [40424.0, 1204.3], [40423.3, 1205.8], [40422.6, 1207.6], [40413.2, 1206.1], [40403.7, 1204.5], [40384.4, 1201.7], [40367.2, 1199.4], [40350.0, 1197.4], [40329.3, 1195.2], [40326.9, 1195.0], [40315.4, 1194.0], [40303.8, 1193.1], [40291.6, 1192.3], [40279.4, 1191.8], [40266.3, 1191.4], [40253.1, 1191.3], [40230.0, 1191.3], [40206.9, 1191.7], [40194.7, 1192.1], [40182.6, 1192.6], [40169.4, 1193.2], [40156.3, 1193.9], [40142.3, 1195.0], [40128.3, 1196.2], [40102.3, 1198.4], [40101.0, 1198.5], [40074.7, 1200.9], [40061.0, 1202.3], [40047.6, 1203.9], [40046.6, 1204.0], [40037.8, 1205.2], [40027.9, 1206.7], [40017.7, 1208.3], [40012.5, 1209.1], [40007.0, 1209.9], [39968.6, 1221.8], [39967.9, 1218.5], [39967.3, 1215.5], [39966.7, 1212.6], [39966.1, 1209.9], [39965.0, 1204.7], [39963.9, 1199.7], [39961.9, 1190.0], [39959.7, 1179.9], [39957.4, 1169.4], [39955.1, 1158.6], [39950.8, 1139.6], [39946.4, 1120.3], [39941.9, 1101.2], [39939.6, 1091.7], [39937.4, 1082.4], [39935.1, 1073.3], [39933.8, 1067.8], [39933.0, 1064.3], [39930.8, 1055.6], [39928.8, 1047.2], [39926.8, 1039.1], [39924.8, 1031.3], [39923.0, 1024.0], [39921.3, 1017.0], [39924.8, 1016.3], [39928.0, 1015.7], [39931.1, 1015.1], [39934.0, 1014.5], [39936.7, 1014.0], [39939.2, 1013.4], [39944.0, 1012.5], [39948.3, 1011.6], [39952.4, 1010.7], [39956.4, 1009.9], [39960.5, 1009.0], [39967.3, 1007.5], [39974.5, 1005.9], [39982.1, 1004.2], [39989.9, 1002.4], [39997.9, 1000.5], [40000.0, 1000.0]]","0, 180",M0004
L0004,s000059,1,"[[40000.0, 2000.0], [39998.9, 2004.2], [39998.2, 2007.1], [39995.4, 2019.1], [39994.0, 2026.5], [39992.3, 2037.4], [39991.0, 2048.1], [39990.2, 2056.4], [39989.6, 2062.6], [39989.2, 2069.1], [39989.0, 2071.8], [39988.8, 2074.0], [39988.7, 2076.0], [39988.6, 2077.9], [39988.5, 2079.6], [39988.5, 2085.4], [39988.6, 2087.1], [39988.7, 2089.0], [39988.8, 2091.1], [39988.9, 2093.2], [39989.1, 2095.9], [39989.6, 2102.4], [39990.1, 2108.7], [39990.8, 2116.9], [39992.1, 2127.7], [39993.7, 2138.5], [39995.1, 2146.0], [39997.8, 2158.0], [39998.6, 2160.9], [39999.7, 2165.1], [40001.0, 2170.1], [40002.4, 2175.0], [40004.2, 2180.5], [40005.8, 2185.0], [40007.5, 2189.5], [40011.5, 2198.8], [40013.2, 2202.6], [40015.5, 2207.8], [40016.7, 2210.5], [40018.0, 2213.3], [40025.4, 2229.7], [39949.6, 2299.7], [39879.1, 2271.9], [39881.5, 2252.6], [39881.8, 2250.5], [39882.2, 2247.2], [39882.6, 2243.8], [39883.3, 2237.7], [39883.8, 2233.6], [39884.3, 2228.9], [39884.8, 2223.1], [39885.1, 2217.6], [39885.3, 2213.2], [39885.5, 2207.6], [39885.6, 2204.3], [39885.6, 2200.3], [39885.5, 2195.9], [39885.3, 2193.7], [39884.9, 2190.1], [39884.4, 2186.3], [39883.3, 2180.4], [39882.5, 2176.3], [39881.6, 2172.1], [39880.1, 2164.3], [39878.2, 2153.0], [39876.9, 2144.1], [39875.5, 2132.6], [39875.1, 2129.2], [39874.2, 2120.2], [39873.5, 2112.6], [39872.9, 2103.4], [39872.5, 2095.4], [39872.4, 2088.7], [39872.4, 2078.9], [39872.5, 2074.2], [39872.6, 2069.2], [39872.9, 2061.2], [39873.6, 2051.9], [39874.3, 2044.4], [39875.3, 2035.4], [39875.7, 2031.9], [39877.1, 2020.5], [39878.5, 2011.6], [39880.5, 2000.3], [39882.0, 1992.5], [39882.9, 1988.3], [39883.7, 1984.2], [39884.8, 1978.4], [39885.4, 1974.6], [39885.8, 1971.0], [39885.9, 1968.8], [39886.1, 1964.3], [39886.1, 1957.0], [39885.9, 1951.5], [39885.7, 1947.0], [39885.3, 1941.5], [39884.9, 1935.8], [39884.4, 1931.0], [39884.0, 1926.9], [39883.3, 1920.8], [39882.7, 1916.2], [39882.2, 1912.0], [39879.9, 1892.7], [39950.5, 1865.2], [40026.0, 1935.4], [40018.5, 1951.9], [40017.3, 1954.6], [40015.4, 1958.7], [40013.7, 1962.5], [40011.9, 1966.4], [40008.0, 1975.7], [40004.6, 1984.6], [40002.8, 1990.1], [40001.4, 1995.0], [40000.0, 2000.0]]","0, 180",M0004
L0004,s000060,1,"[[40000.0, 3000.0], [40010.8, 2998.4], [40035.2, 2995.1], [40059.6, 2992.0], [40101.8, 2986.7], [40143.0, 2981.6], [40159.3, 2979.5], [40175.5, 2977.7], [40193.3, 2976.1], [40204.9, 2975.1], [40223.5, 2973.6], [40242.2, 2972.5], [40257.3, 2972.0], [40272.4, 2971.7], [40297.6, 2971.2], [40310.1, 2971.0], [40322.6, 2971.1], [40334.9, 2971.5], [40352.8, 2972.1], [40370.7, 2973.0], [40388.9, 2974.1], [40407.2, 2975.4], [40433.3, 2977.2], [40448.8, 2978.3], [40464.3, 2979.6], [40479.4, 2981.1], [40494.4, 2982.7], [40511.3, 2984.7], [40528.2, 2986.6], [40546.8, 2988.7], [40556.0, 2989.7], [40565.1, 2990.8], [40580.8, 2992.8], [40595.3, 2988.9], [40597.7, 2989.2], [40599.9, 2989.5], [40601.9, 2989.7], [40603.7, 2989.9], [40607.1, 2990.2], [40610.3, 2990.5], [40614.5, 2991.0], [40619.0, 2991.4], [40623.5, 2991.9], [40628.3, 2992.4], [40647.7, 2994.4], [40650.2, 2994.6], [40654.1, 2995.1], [40660.4, 2995.8], [40672.7, 2997.4], [40691.1, 2999.9], [40700.4, 3001.2], [40709.9, 3002.4], [40726.2, 3004.4], [40742.5, 3006.3], [40750.5, 3007.1], [40758.2, 3007.9], [40765.7, 3008.6], [40772.8, 3009.4], [40769.2, 3020.0], [40765.7, 3030.6], [40758.5, 3051.4], [40750.4, 3073.8], [40742.0, 3096.2], [40733.9, 3117.5], [40729.8, 3128.0], [40725.9, 3138.4], [40722.9, 3146.4], [40720.0, 3154.4], [40717.0, 3162.7], [40713.9, 3171.3], [40690.6, 3175.6], [40684.2, 3172.1], [40677.8, 3168.3], [40671.4, 3164.2], [40665.0, 3160.1], [40656.6, 3154.5], [40648.2, 3149.0], [40637.1, 3142.2], [40625.8, 3135.7], [40614.4, 3129.4], [40603.0, 3123.3], [40587.0, 3128.2], [40570.9, 3123.0], [40556.1, 3118.8], [40548.5, 3116.8], [40541.0, 3115.2], [40532.5, 3113.9], [40523.9, 3113.1], [40514.9, 3113.1], [40510.1, 3112.9], [40507.4, 3113.0], [40504.6, 3113.3], [40501.9, 3113.8], [40499.2, 3114.5], [40496.3, 3115.4], [40493.7, 3116.6], [40492.0, 3117.6], [40490.5, 3118.7], [40487.7, 3121.4], [40485.6, 3124.0], [40483.9, 3126.9], [40482.3, 3130.4], [40481.2, 3134.0], [40480.4, 3137.3], [40479.7, 3140.7], [40479.2, 3143.9], [40478.7, 3146.9], [40470.8, 3144.8], [40462.4, 3142.7], [40453.9, 3140.4], [40445.3, 3138.3], [40438.3, 3136.5], [40432.8, 3135.1], [40420.5, 3132.1], [40406.6, 3128.7], [40392.5, 3125.7], [40380.7, 3123.6], [40368.8, 3121.6], [40359.8, 3120.1], [40350.8, 3118.9], [40342.8, 3118.2], [40334.9, 3117.7], [40319.3, 3117.3], [40305.9, 3117.4], [40304.8, 3117.5], [40301.7, 3117.7], [40298.6, 3118.1], [40292.4, 3119.2], [40280.7, 3121.3], [40269.0, 3123.3], [40243.1, 3127.7], [40229.7, 3130.1], [40218.8, 3131.9], [40208.0, 3133.7], [40194.1, 3135.5], [40180.7, 3137.2], [40167.4, 3138.6], [40143.7, 3140.7], [40130.8, 3142.0], [40118.0, 3143.2], [40102.5, 3144.5], [40087.0, 3145.4], [40072.3, 3146.0], [40057.7, 3146.7], [40042.6, 3147.6], [40027.4, 3148.3], [40015.8, 3148.8], [40004.3, 3149.1], [39998.6, 3149.2], [39993.1, 3149.2], [39987.7, 3149.3], [39982.6, 3149.4], [39961.0, 3005.6], [39985.9, 3002.0], [40000.0, 3000.0]]","0, 180",M0004
L0004,s000061,1,"[[42000.0, 1000.0], [41896.7, 924.2], [41896.9, 911.2], [42009.3, 850.4], [42026.9, 840.9], [42030.6, 845.5], [42034.1, 849.7], [42035.9, 851.8], [42037.9, 853.9], [42042.4, 857.7], [42047.1, 861.2], [42052.2, 864.5], [42055.8, 866.5], [42059.4, 868.2], [42062.4, 869.5], [42065.6, 870.8], [42064.6, 872.5], [42063.6, 874.0], [42061.8, 876.9], [42059.1, 881.9], [42056.5, 887.1], [42054.6, 891.2], [42052.9, 895.4], [42052.0, 897.8], [42051.3, 900.3], [42050.8, 902.9], [42050.5, 905.6], [42050.1, 911.0], [42049.9, 914.8], [42049.9, 918.6], [42050.1, 922.0], [42050.4, 925.3], [42050.7, 929.3], [42051.2, 933.2], [42051.9, 936.4], [42052.7, 939.6], [42054.8, 946.0], [42057.2, 952.1], [42059.2, 956.3], [42060.2, 958.5], [42061.3, 960.8], [42057.4, 963.6], [42053.6, 966.4], [42049.3, 969.6], [42045.1, 973.1], [42041.2, 976.8], [42037.6, 980.8], [42033.9, 985.3], [42031.5, 988.4], [42029.2, 991.7], [42027.9, 994.2], [42026.5, 996.8], [42025.2, 999.4], [42024.0, 1002.2], [42022.9, 1005.3], [42022.1, 1007.5], [42020.4, 1008.3], [42018.9, 1009.3], [42017.4, 1010.6], [42016.1, 1011.8], [42000.0, 1000.0]]","0, 180",M0004
L0004,s000062,1,"[[42000.0, 2000.0], [42011.4, 2001.0], [42022.8, 2001.8], [42054.5, 2004.5], [42088.3, 2007.5], [42109.8, 2009.4], [42122.3, 2010.5], [42134.9, 2011.6], [42147.4, 2012.8], [42159.9, 2014.2], [42161.0, 2022.6], [42160.3, 2025.8], [42159.5, 2028.8], [42158.3, 2033.2], [42157.2, 2037.6], [42156.4, 2042.1], [42155.9, 2046.5], [42155.4, 2050.8], [42155.2, 2055.0], [42155.1, 2059.2], [42155.2, 2063.5], [42155.7, 2068.1], [42156.4, 2072.7], [42157.7, 2078.0], [42159.3, 2083.3], [42161.1, 2087.8], [42163.0, 2092.1], [42166.2, 2098.4], [42168.0, 2101.3], [42170.0, 2104.2], [42173.7, 2108.7], [42177.8, 2112.9], [42182.4, 2117.0], [42187.2, 2120.8], [42192.1, 2124.4], [42197.2, 2127.7], [42204.5, 2132.1], [42208.1, 2134.2], [42211.6, 2136.2], [42210.0, 2149.1], [42202.2, 2148.3], [42194.0, 2147.5], [42185.7, 2146.7], [42177.3, 2145.9], [42164.5, 2144.6], [42158.2, 2143.9], [42151.9, 2143.1], [42145.2, 2142.0], [42138.4, 2140.8], [42125.0, 2138.2], [42110.2, 2135.4], [42095.4, 2132.5], [42081.9, 2129.7], [42067.3, 2127.0], [42056.4, 2125.0], [42045.5, 2123.1], [42034.4, 2121.4], [42023.3, 2119.9], [42016.4, 2118.9], [42009.5, 2118.2], [42000.3, 2117.7], [41992.6, 2117.6], [41984.8, 2117.8], [41971.1, 2118.4], [41957.4, 2119.1], [41937.9, 2120.3], [41918.4, 2121.4], [41892.7, 2123.3], [41867.0, 2125.3], [41818.5, 2129.0], [41801.7, 2130.2], [41784.8, 2131.1], [41768.0, 2131.8], [41751.1, 2132.1], [41749.6, 2132.1], [41732.5, 2132.0], [41724.0, 2132.1], [41715.6, 2132.2], [41709.5, 2132.4], [41703.3, 2132.6], [41697.6, 2132.6], [41691.9, 2132.5], [41686.5, 2132.4], [41683.9, 2132.3], [41681.4, 2132.2], [41680.9, 2125.0], [41680.4, 2117.5], [41679.9, 2109.7], [41679.3, 2101.7], [41677.7, 2077.1], [41677.1, 2069.0], [41676.5, 2059.9], [41675.5, 2041.9], [41675.0, 2032.6], [41674.6, 2023.8], [41674.3, 2015.0], [41674.1, 2010.7], [41673.9, 2006.6], [41673.8, 2002.7], [41673.6, 1999.0], [41673.5, 1996.4], [41673.3, 1993.6], [41673.2, 1992.1], [41673.1, 1990.4], [41673.0, 1988.6], [41672.9, 1986.6], [41677.0, 1986.5], [41680.9, 1986.5], [41688.4, 1986.4], [41695.6, 1986.4], [41702.8, 1986.3], [41723.5, 1986.3], [41744.6, 1986.4], [41764.2, 1986.6], [41783.7, 1986.7], [41801.2, 1986.8], [41818.7, 1987.2], [41832.2, 1987.7], [41845.7, 1988.3], [41863.1, 1989.0], [41880.5, 1989.7], [41894.3, 1990.6], [41908.1, 1991.6], [41929.6, 1993.1], [41943.0, 1994.2], [41956.3, 1995.5], [41978.2, 1997.8], [41989.1, 1999.0], [42000.0, 2000.0]]","0, 180",M0004
L0004,s000063,1,"[[42000.0, 3000.0], [42000.7, 2797.9], [42009.3, 2798.1], [42017.6, 2798.2], [42034.1, 2798.6], [42052.4, 2799.2], [42070.8, 2800.3], [42084.0, 2801.3], [42097.1, 2802.6], [42123.3, 2805.3], [42143.5, 2807.5], [42163.7, 2809.8], [42186.2, 2812.4], [42208.6, 2815.0], [42226.0, 2816.8], [42243.5, 2818.6], [42260.3, 2820.4], [42268.7, 2821.3], [42277.1, 2822.0], [42288.9, 2822.8], [42300.7, 2823.4], [42310.3, 2823.9], [42315.1, 2824.1], [42319.9, 2824.1], [42324.7, 2824.0], [42329.5, 2823.7], [42338.9, 2822.8], [42351.9, 2821.2], [42364.9, 2819.3], [42378.4, 2817.0], [42391.9, 2814.6], [42418.8, 2809.4], [42432.0, 2806.8], [42445.1, 2804.1], [42458.2, 2801.3], [42471.5, 2798.6], [42481.3, 2796.8], [42491.2, 2795.1], [42500.8, 2793.5], [42505.4, 2792.7], [42509.9, 2792.0], [42514.3, 2791.2], [42518.7, 2790.5], [42521.1, 2790.0], [42523.6, 2789.6], [42526.2, 2789.1], [42529.1, 2788.6], [42532.9, 2800.1], [42535.0, 2799.9], [42536.8, 2799.6], [42538.5, 2799.4], [42540.0, 2799.3], [42542.9, 2798.9], [42545.6, 2798.6], [42549.2, 2798.2], [42553.1, 2797.8], [42557.1, 2797.4], [42561.3, 2797.0], [42578.3, 2795.2], [42584.0, 2794.4], [42589.7, 2793.6], [42600.7, 2791.7], [42609.6, 2789.9], [42618.5, 2787.9], [42632.4, 2784.5], [42646.3, 2781.0], [42663.7, 2776.5], [42672.2, 2774.2], [42680.4, 2772.1], [42704.3, 2772.3], [42705.5, 2776.3], [42706.6, 2780.1], [42708.7, 2787.3], [42711.9, 2797.4], [42715.3, 2807.5], [42719.0, 2818.1], [42722.7, 2828.6], [42727.1, 2841.0], [42731.6, 2853.3], [42737.5, 2868.6], [42740.6, 2876.2], [42743.7, 2883.9], [42749.3, 2897.2], [42755.0, 2910.4], [42757.8, 2916.9], [42760.5, 2923.2], [42763.1, 2929.2], [42765.6, 2934.9], [42763.0, 2937.4], [42760.5, 2940.0], [42758.4, 2942.7], [42756.4, 2945.6], [42754.2, 2949.0], [42752.2, 2952.5], [42750.3, 2956.5], [42748.8, 2960.6], [42747.8, 2964.1], [42746.9, 2967.6], [42745.5, 2974.7], [42744.2, 2983.0], [42743.3, 2991.4], [42742.6, 3000.1], [42742.2, 3008.9], [42742.0, 3014.1], [42741.8, 3018.1], [42741.5, 3027.4], [42741.4, 3029.2], [42741.4, 3031.9], [42741.2, 3036.2], [42741.1, 3040.4], [42741.0, 3044.3], [42733.4, 3044.7], [42726.1, 3045.2], [42712.1, 3046.0], [42702.7, 3046.5], [42693.0, 3047.1], [42683.3, 3047.5], [42673.6, 3047.7], [42660.1, 3047.8], [42613.8, 3047.8], [42594.8, 3047.4], [42575.8, 3046.6], [42559.5, 3045.7], [42543.2, 3044.7], [42502.9, 3042.2], [42476.5, 3040.5], [42457.3, 3039.2], [42438.1, 3037.8], [42418.5, 3036.4], [42408.8, 3035.7], [42399.3, 3034.9], [42392.8, 3034.4], [42386.1, 3033.9], [42379.2, 3033.4], [42375.6, 3033.1], [42371.9, 3032.8], [42348.1, 3016.4], [42345.1, 3016.3], [42341.8, 3016.2], [42335.0, 3016.0], [42327.8, 3015.8], [42321.5, 3015.7], [42320.4, 3015.6], [42313.0, 3015.5], [42305.8, 3015.3], [42298.8, 3015.2], [42292.2, 3015.1], [42287.2, 3015.0], [42269.7, 3015.0], [42261.4, 3056.6], [41999.8, 3056.6], [42000.0, 3000.0]]","0, 180",M0004
L0004,s000064,1,"[[44000.0, 1000.0], [43930.0, 1000.0], [43930.0, 800.0], [44000.0, 800.0], [44000.0, 1000.0]]","0, 180",M0004
L0004,s000065,1,"[[44000.0, 2000.0], [44000.0, 2105.0], [43895.0, 2105.0], [43895.0, 2000.0], [44000.0, 2000.0]]","0, 180",M0004
L0004,s000066,1,"[[44000.0, 3000.0], [44000.0, 3200.0], [43930.0, 3200.0], [43930.0, 3000.0], [44000.0, 3000.0]]","0, 180",M0004
L0004,s000067,1,"[[46000.0, 1000.0], [46000.0, 1140.0], [45930.0, 1140.0], [45930.0, 1000.0], [46000.0, 1000.0]]","0, 180",M0004
L0004,s000068,1,"[[46000.0, 2000.0], [46000.0, 2140.0], [45930.0, 2140.0], [45930.0, 2000.0], [46000.0, 2000.0]]","0, 180",M0004
L0004,s000069,1,"[[46000.0, 3000.0], [46000.0, 2968.0], [45863.0, 2968.0], [45863.0, 3000.0], [46000.0, 3000.0]]","0, 180",M0004
L0004,s000070,1,"[[48000.0, 1000.0], [48000.2, 986.8], [48000.2, 973.3], [48000.0, 959.6], [47999.2, 944.5], [47997.8, 929.6], [47995.9, 914.5], [47992.8, 897.2], [47989.2, 880.1], [47985.0, 863.0], [47980.5, 846.0], [47970.9, 812.8], [47966.0, 795.9], [47961.3, 779.6], [47956.8, 763.1], [47952.6, 746.6], [47949.0, 730.1], [47945.9, 713.6], [47945.6, 711.3], [47945.2, 708.6], [47943.7, 695.7], [47889.8, 704.2], [47846.7, 710.7], [47825.0, 713.7], [47803.5, 716.5], [47760.2, 721.4], [47738.4, 723.3], [47716.9, 724.9], [47695.3, 726.1], [47673.7, 726.8], [47657.2, 726.7], [47640.6, 726.3], [47624.0, 725.7], [47607.2, 724.7], [47599.1, 724.2], [47590.8, 723.5], [47574.1, 722.0], [47557.7, 720.3], [47541.0, 718.2], [47524.5, 715.9], [47508.1, 713.3], [47491.8, 710.5], [47475.2, 707.3], [47472.9, 706.8], [47468.1, 705.9], [47461.0, 724.1], [47459.0, 728.5], [47456.9, 732.8], [47454.5, 736.8], [47451.8, 740.4], [47448.6, 743.9], [47445.0, 747.2], [47441.1, 750.1], [47436.5, 752.9], [47431.6, 755.4], [47426.5, 757.5], [47421.2, 759.4], [47418.6, 760.3], [47416.0, 761.0], [47410.4, 762.4], [47404.7, 763.5], [47399.0, 764.3], [47387.3, 765.4], [47375.4, 765.8], [47361.5, 765.6], [47347.7, 764.7], [47340.8, 764.1], [47334.0, 763.3], [47320.4, 761.5], [47306.5, 759.5], [47283.1, 755.7], [47278.5, 782.0], [47275.0, 802.9], [47271.7, 823.9], [47267.0, 861.6], [47265.2, 880.5], [47263.8, 899.7], [47262.7, 918.6], [47262.1, 937.6], [47261.8, 958.5], [47261.8, 979.4], [47262.0, 1000.0], [47261.8, 1020.5], [47261.8, 1041.5], [47262.1, 1062.3], [47262.7, 1081.3], [47263.8, 1100.3], [47265.2, 1119.5], [47267.0, 1138.4], [47271.7, 1176.1], [47275.0, 1197.0], [47278.5, 1217.9], [47283.1, 1244.2], [47306.5, 1240.5], [47320.4, 1238.4], [47334.0, 1236.6], [47340.8, 1235.9], [47347.7, 1235.2], [47361.5, 1234.4], [47375.4, 1234.1], [47387.3, 1234.5], [47399.0, 1235.6], [47404.7, 1236.5], [47410.4, 1237.6], [47416.0, 1238.9], [47418.6, 1239.7], [47421.2, 1240.5], [47426.5, 1242.4], [47431.6, 1244.6], [47436.5, 1247.1], [47441.1, 1249.8], [47445.0, 1252.8], [47448.6, 1256.0], [47451.8, 1259.5], [47454.5, 1263.2], [47456.9, 1267.1], [47459.0, 1271.4], [47461.0, 1275.9], [47468.1, 1294.1], [47472.9, 1293.1], [47475.2, 1292.7], [47491.8, 1289.5], [47508.1, 1286.6], [47524.5, 1284.1], [47541.0, 1281.7], [47557.7, 1279.7], [47574.1, 1277.9], [47590.8, 1276.4], [47599.1, 1275.8], [47607.2, 1275.2], [47624.0, 1274.3], [47640.6, 1273.6], [47657.2, 1273.2], [47673.7, 1273.2], [47695.3, 1273.9], [47716.9, 1275.0], [47738.4, 1276.6], [47760.2, 1278.5], [47803.5, 1283.4], [47825.0, 1286.2], [47846.7, 1289.2], [47889.8, 1295.7], [47943.7, 1304.3], [47945.2, 1291.3], [47945.6, 1288.7], [47945.9, 1286.3], [47949.0, 1269.8], [47952.6, 1253.3], [47956.8, 1236.8], [47961.3, 1220.3], [47966.0, 1204.1], [47970.9, 1187.1], [47980.5, 1153.9], [47985.0, 1137.0], [47989.2, 1119.9], [47992.8, 1102.8], [47995.9, 1085.4], [47997.8, 1070.4], [47999.2, 1055.4], [48000.0, 1040.3], [48000.2, 1026.7], [48000.2, 1013.1], [48000.0, 1000.0]]","0, 180",M0004
L0004,s000071,1,"[[48000.0, 2000.0], [48000.0, 1982.0], [47841.1, 1982.0], [47826.9, 2000.0], [47826.0, 2001.1], [47826.0, 2008.1], [47843.5, 2030.2], [47863.0, 2030.2], [47863.0, 2052.4], [48000.0, 2052.4], [48000.0, 2000.0]]","0, 180",M0004
L0004,s000072,1,"[[48000.0, 3000.0], [48000.0, 3045.7], [48000.1, 3048.0], [48000.3, 3050.2], [48000.8, 3052.8], [48001.4, 3055.4], [48002.4, 3058.0], [48003.5, 3060.3], [48004.7, 3062.6], [48006.2, 3065.0], [48007.8, 3066.9], [48009.6, 3068.8], [48013.3, 3071.5], [48017.3, 3073.7], [48021.6, 3075.2], [48025.7, 3076.4], [48030.0, 3077.2], [48034.1, 3077.4], [48037.7, 3077.5], [48231.3, 3077.5], [48234.9, 3077.4], [48238.9, 3077.2], [48243.3, 3076.4], [48247.4, 3075.2], [48251.6, 3073.7], [48255.7, 3071.5], [48259.3, 3068.8], [48261.2, 3066.9], [48262.8, 3065.0], [48264.3, 3062.6], [48265.5, 3060.3], [48266.6, 3058.0], [48267.5, 3055.4], [48268.2, 3052.8], [48268.7, 3050.2], [48268.8, 3048.0], [48269.0, 3045.7], [48269.0, 2985.0], [48000.0, 2985.0], [48000.0, 3000.0]]","0, 180",M0004
