0.00 0.00 438.00 0.00 0.00 304.00 438.00 304.00
0.00 0.00 52.00 0.00 0.00 228.00 52.00 228.00
0.00 0.00 184.00 0.00 0.00 481.00 184.00 481.00
0.00 0.00 468.00 0.00 0.00 270.00 468.00 270.00
0.00 0.00 254.00 0.00 0.00 156.00 254.00 156.00
0.00 0.00 52.00 0.00 0.00 158.00 52.00 158.00
0.00 0.00 307.00 0.00 0.00 107.00 307.00 107.00
0.00 0.00 399.00 0.00 0.00 370.00 399.00 370.00
0.00 0.00 160.00 0.00 0.00 161.00 160.00 161.00
0.00 0.00 279.00 0.00 0.00 417.00 279.00 417.00
0.00 0.00 78.00 0.00 0.00 369.00 78.00 369.00
0.00 0.00 423.00 0.00 0.00 154.00 423.00 154.00
0.00 0.00 484.00 0.00 0.00 224.00 484.00 224.00
0.00 0.00 429.00 0.00 0.00 101.00 429.00 101.00
0.00 0.00 469.00 0.00 0.00 136.00 469.00 136.00
0.00 0.00 173.00 0.00 0.00 275.00 173.00 275.00
0.00 0.00 468.00 0.00 0.00 375.00 468.00 375.00
0.00 0.00 201.00 0.00 0.00 295.00 201.00 295.00
0.00 0.00 91.00 0.00 0.00 278.00 91.00 278.00
0.00 0.00 465.00 0.00 0.00 318.00 465.00 318.00
0.00 0.00 87.00 0.00 0.00 411.00 87.00 411.00
0.00 0.00 498.00 0.00 0.00 422.00 498.00 422.00
0.00 0.00 74.00 0.00 0.00 161.00 74.00 161.00
0.00 0.00 305.00 0.00 0.00 293.00 305.00 293.00
0.00 0.00 65.00 0.00 0.00 247.00 65.00 247.00
0.00 0.00 449.00 0.00 0.00 471.00 449.00 471.00
0.00 0.00 69.00 0.00 0.00 317.00 69.00 317.00
0.00 0.00 285.00 0.00 0.00 433.00 285.00 433.00
0.00 0.00 309.00 0.00 0.00 169.00 309.00 169.00
0.00 0.00 306.00 0.00 0.00 227.00 306.00 227.00
0.00 0.00 416.00 0.00 0.00 441.00 416.00 441.00
0.00 0.00 190.00 0.00 0.00 441.00 190.00 441.00
0.00 0.00 76.00 0.00 0.00 66.00 76.00 66.00
0.00 0.00 308.00 0.00 0.00 383.00 308.00 383.00
0.00 0.00 159.00 0.00 0.00 96.00 159.00 96.00
0.00 0.00 311.00 0.00 0.00 149.00 311.00 149.00
0.00 0.00 477.00 0.00 0.00 250.00 477.00 250.00
0.00 0.00 199.00 0.00 0.00 330.00 199.00 330.00
0.00 0.00 383.00 0.00 0.00 359.00 383.00 359.00
0.00 0.00 485.00 0.00 0.00 151.00 485.00 151.00
0.00 0.00 263.00 0.00 0.00 217.00 263.00 217.00
0.00 0.00 179.00 0.00 0.00 401.00 179.00 401.00
0.00 0.00 173.00 0.00 0.00 361.00 173.00 361.00
0.00 0.00 336.00 0.00 0.00 159.00 336.00 159.00
0.00 0.00 359.00 0.00 0.00 392.00 359.00 392.00
0.00 0.00 210.00 0.00 0.00 481.00 210.00 481.00
0.00 0.00 230.00 0.00 0.00 212.00 230.00 212.00
0.00 0.00 277.00 0.00 0.00 426.00 277.00 426.00
0.00 0.00 209.00 0.00 0.00 156.00 209.00 156.00
0.00 0.00 350.00 0.00 0.00 483.00 350.00 483.00
0.00 0.00 307.00 0.00 0.00 241.00 307.00 241.00
0.00 0.00 451.00 0.00 0.00 281.00 451.00 281.00
0.00 0.00 459.00 0.00 0.00 307.00 459.00 307.00
0.00 0.00 416.00 0.00 0.00 311.00 416.00 311.00
0.00 0.00 359.00 0.00 0.00 314.00 359.00 314.00
0.00 0.00 137.00 0.00 0.00 453.00 137.00 453.00
0.00 0.00 489.00 0.00 0.00 283.00 489.00 283.00
0.00 0.00 433.00 0.00 0.00 205.00 433.00 205.00
0.00 0.00 357.00 0.00 0.00 398.00 357.00 398.00
0.00 0.00 308.00 0.00 0.00 214.00 308.00 214.00
0.00 0.00 165.00 0.00 0.00 378.00 165.00 378.00
0.00 0.00 443.00 0.00 0.00 406.00 443.00 406.00
0.00 0.00 468.00 0.00 0.00 386.00 468.00 386.00
0.00 0.00 110.00 0.00 0.00 192.00 110.00 192.00
0.00 0.00 250.00 0.00 0.00 211.00 250.00 211.00
0.00 0.00 421.00 0.00 0.00 79.00 421.00 79.00
