i,j,oi,oj,new_poly_i,new_poly_j,nfp,convex_status,vertical_direction
0,2,2,2,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[80.0, 80.0], [0.0, 80.0], [80.0, 0.0], [80.0, 80.0]]","[[0.0, 0.0], [80.0, 0.0], [80.0, 40.0], [0.0, 120.0], [-40.0, 120.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,2,2,3,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[0.0, 80.0], [0.0, 0.0], [80.0, 80.0], [0.0, 80.0]]","[[0.0, 0.0], [0.0, 120.0], [-40.0, 120.0], [-120.0, 40.0], [-80.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,2,3,0,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 0.0], [80.0, 0.0], [0.0, 80.0], [0.0, 0.0]]","[[0.0, 0.0], [40.0, 40.0], [40.0, 120.0], [-80.0, 120.0], [-80.0, 80.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,2,3,1,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[80.0, 0.0], [80.0, 80.0], [0.0, 0.0], [80.0, 0.0]]","[[0.0, 0.0], [120.0, 120.0], [0.0, 120.0]]","[1, 1, 1]","[[], [], []]"
0,2,3,2,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[80.0, 80.0], [0.0, 80.0], [80.0, 0.0], [80.0, 80.0]]","[[0.0, 0.0], [80.0, 0.0], [120.0, 40.0], [40.0, 120.0], [0.0, 120.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,2,3,3,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 80.0], [0.0, 0.0], [80.0, 80.0], [0.0, 80.0]]","[[0.0, 0.0], [40.0, 40.0], [40.0, 120.0], [0.0, 120.0], [-80.0, 40.0], [-80.0, 0.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,3,0,0,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[100.0, 0.0], [100.0, 100.0], [0.0, 100.0], [100.0, 0.0]]","[[0.0, 0.0], [140.0, 0.0], [0.0, 140.0]]","[1, 1, 1]","[[], [], []]"
0,3,0,1,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 100.0]]","[[0.0, 0.0], [140.0, 0.0], [140.0, 100.0], [100.0, 140.0], [0.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,0,2,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [0.0, 100.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 100.0], [0.0, 140.0], [-100.0, 140.0], [-100.0, 100.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,3,0,3,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [0.0, 0.0]]","[[0.0, 0.0], [40.0, 0.0], [140.0, 100.0], [100.0, 140.0], [0.0, 140.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,1,0,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[100.0, 0.0], [100.0, 100.0], [0.0, 100.0], [100.0, 0.0]]","[[100.0, 0.0], [100.0, 40.0], [0.0, 140.0], [-40.0, 100.0], [-40.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,1,1,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 100.0]]","[[100.0, 0.0], [100.0, 140.0], [-40.0, 0.0]]","[1, 1, 1]","[[], [], []]"
0,3,1,2,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [0.0, 100.0]]","[[0.0, 0.0], [0.0, 140.0], [-100.0, 140.0], [-140.0, 100.0], [-40.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,1,3,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 100.0], [100.0, 140.0], [0.0, 140.0], [-40.0, 100.0], [-40.0, 0.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,3,2,0,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[100.0, 0.0], [100.0, 100.0], [0.0, 100.0], [100.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 40.0], [0.0, 140.0], [-40.0, 140.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,3,2,1,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 140.0], [60.0, 140.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,2,2,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [0.0, 100.0]]","[[0.0, 0.0], [0.0, 140.0], [-140.0, 140.0]]","[1, 1, 1]","[[], [], []]"
0,3,2,3,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [0.0, 0.0]]","[[0.0, 0.0], [100.0, 100.0], [100.0, 140.0], [-40.0, 140.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,3,0,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[100.0, 0.0], [100.0, 100.0], [0.0, 100.0], [100.0, 0.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 40.0], [40.0, 140.0], [0.0, 140.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,3,1,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[100.0, 100.0], [0.0, 100.0], [0.0, 0.0], [100.0, 100.0]]","[[0.0, 0.0], [100.0, 0.0], [140.0, 40.0], [140.0, 140.0], [100.0, 140.0], [0.0, 40.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,3,3,2,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 100.0], [0.0, 0.0], [100.0, 0.0], [0.0, 100.0]]","[[0.0, 0.0], [40.0, 40.0], [40.0, 140.0], [-100.0, 140.0], [-100.0, 100.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,3,3,3,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 100.0], [0.0, 0.0]]","[[0.0, 0.0], [140.0, 140.0], [0.0, 140.0]]","[1, 1, 1]","[[], [], []]"
0,4,0,0,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[0.0, 60.0], [120.0, 0.0], [120.0, 60.0], [0.0, 60.0]]","[[40.0, 0.0], [0.0, 40.0], [-120.0, 100.0], [-120.0, 0.0]]","[1, 1, 1, 1]","[[], [], [], []]"
0,4,0,1,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[30.0, -30.0], [90.0, 90.0], [30.0, 90.0], [30.0, -30.0]]","[[0.0, 0.0], [100.0, 0.0], [100.0, 120.0], [60.0, 160.0], [0.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,0,2,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[120.0, 0.0], [0.0, 60.0], [0.0, 0.0], [120.0, 0.0]]","[[0.0, 0.0], [40.0, 0.0], [40.0, 60.0], [0.0, 100.0], [-120.0, 100.0], [-120.0, 60.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,4,0,3,"[[0.0, 0.0], [40.0, 0.0], [0.0, 40.0], [0.0, 0.0]]","[[90.0, 90.0], [30.0, -30.0], [90.0, -30.0], [90.0, 90.0]]","[[0.0, 0.0], [40.0, 0.0], [100.0, 120.0], [60.0, 160.0], [0.0, 160.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,1,0,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[0.0, 60.0], [120.0, 0.0], [120.0, 60.0], [0.0, 60.0]]","[[0.0, 0.0], [0.0, 40.0], [-120.0, 100.0], [-160.0, 60.0], [-160.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,1,1,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[30.0, -30.0], [90.0, 90.0], [30.0, 90.0], [30.0, -30.0]]","[[60.0, 0.0], [60.0, 160.0], [20.0, 120.0], [-40.0, 0.0]]","[1, 1, 1, 1]","[[], [], [], []]"
0,4,1,2,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[120.0, 0.0], [0.0, 60.0], [0.0, 0.0], [120.0, 0.0]]","[[0.0, 0.0], [0.0, 100.0], [-120.0, 100.0], [-160.0, 60.0], [-40.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,1,3,"[[0.0, 0.0], [0.0, 40.0], [-40.0, 0.0], [0.0, 0.0]]","[[90.0, 90.0], [30.0, -30.0], [90.0, -30.0], [90.0, 90.0]]","[[0.0, 0.0], [60.0, 120.0], [60.0, 160.0], [0.0, 160.0], [-40.0, 120.0], [-40.0, 0.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,4,2,0,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[0.0, 60.0], [120.0, 0.0], [120.0, 60.0], [0.0, 60.0]]","[[0.0, 0.0], [0.0, 40.0], [-120.0, 100.0], [-160.0, 100.0], [-160.0, 40.0], [-120.0, 0.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,4,2,1,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[30.0, -30.0], [90.0, 90.0], [30.0, 90.0], [30.0, -30.0]]","[[0.0, 0.0], [60.0, 0.0], [60.0, 160.0], [20.0, 160.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,2,2,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[120.0, 0.0], [0.0, 60.0], [0.0, 0.0], [120.0, 0.0]]","[[0.0, 0.0], [0.0, 100.0], [-160.0, 100.0], [-120.0, 60.0]]","[1, 1, 1, 1]","[[], [], [], []]"
0,4,2,3,"[[0.0, 40.0], [-40.0, 40.0], [0.0, 0.0], [0.0, 40.0]]","[[90.0, 90.0], [30.0, -30.0], [90.0, -30.0], [90.0, 90.0]]","[[0.0, 0.0], [60.0, 120.0], [60.0, 160.0], [-40.0, 160.0], [-40.0, 40.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,3,0,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[0.0, 60.0], [120.0, 0.0], [120.0, 60.0], [0.0, 60.0]]","[[0.0, 0.0], [40.0, 40.0], [-80.0, 100.0], [-120.0, 100.0], [-120.0, 0.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
0,4,3,1,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[30.0, -30.0], [90.0, 90.0], [30.0, 90.0], [30.0, -30.0]]","[[0.0, 0.0], [60.0, 0.0], [100.0, 40.0], [100.0, 160.0], [60.0, 160.0], [0.0, 40.0]]","[1, 1, 1, 1, 1, 1]","[[], [], [], [], [], []]"
0,4,3,2,"[[0.0, 40.0], [0.0, 0.0], [40.0, 40.0], [0.0, 40.0]]","[[120.0, 0.0], [0.0, 60.0], [0.0, 0.0], [120.0, 0.0]]","[[0.0, 0.0], [40.0, 40.0], [40.0, 100.0], [-120.0, 100.0], [-120.0, 60.0]]","[1, 1, 1, 1, 1]","[[], [], [], [], []]"
